outcome,outcome_label,outcome_unit,pool,pool_label,anomes,actual_value,synth_value,effect_value,actual_index,synth_index,effect_index
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202502,44954.0,44670.32130200576,283.6786979942408,100.90911131563,100.27233226785285,0.6367790477771393
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202503,44868.0,44794.04113127448,73.95886872552364,100.71606545601472,100.55004855613926,0.1660168998754585
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202504,45002.0,44944.432497646536,57.56750235346408,101.01685784192686,100.88763495846491,0.1292228834619351
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202505,45110.0,44976.61326652752,133.3867334724855,101.25928752609484,100.95987175139174,0.2994157747031067
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202506,45360.0,45031.556933197055,328.4430668029454,101.8204673505578,101.0832048602596,0.7372624902982068
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202507,45497.0,45076.33842144405,420.6615785559479,102.12799389436351,101.18372673111418,0.9442671632493358
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202508,45611.0,44989.18579888386,621.8142011161399,102.38389189431862,100.9880935573949,1.3957983369237184
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202509,45850.0,45072.65897476047,777.3410252395333,102.9203798065052,101.17546740613813,1.7449124003670846
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202510,45810.0,45184.69557281249,625.3044271875115,102.83059103459114,101.42695811985116,1.4036329147399726
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202511,45700.0,45297.07851073994,402.9214892600576,102.58367191182742,101.67922626936618,0.9044456424612406
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202512,44883.0,44755.03723324693,127.96276675307308,100.74973624548252,100.46249575354538,0.2872404919371263
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202601,45746.0,44704.93565774518,1041.0643422548164,102.6869289995286,100.35003178016382,2.3368972193647863
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202602,46638.0,44907.08067899411,1730.9193210058877,104.6892186132124,100.80379061032596,3.8854280028864414
emprego_estoque,Estoque de vinculos formais,vinculos,rs,Rio Grande do Sul,202603,45565.0,45005.975605587686,559.024394412314,102.28063480661744,101.0257819605102,1.2548528461072408
